document_id,source_group,relative_path,extension,actual_format,size_bytes,sha256,duplicate_of,extract_status,language,segment_count,char_count,error
doc_d16325fa76c05f64,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/2.安全生产事故应急预案/群建阀门公司—安全生产事故应急预案【50页】.doc,doc,doc,175640,c4eec3014c723259a56661424c70edaa99042831f1f9e39b046d70e2b23feca3,,success,zh,761,25878,
doc_70d2fbd16df031a6,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/2.安全生产事故应急预案/芦二井煤矿安全生产事故综合应急预案范例【78页】.doc,doc,doc,296984,94854321ba019c66054392164c124a21d4cc7e18e70ec31d392cf4f5b8a23a04,,success,zh,978,36456,
doc_6f4f683c733f4650,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/2.安全生产事故应急预案/迁安生产安全事故应急总预案【45页】.doc,doc,doc,141848,bc739e548c33c04f2d5c98be3c52d4109181926797232d71259621ec10d08e1c,,success,zh,622,23431,
doc_cc56c9cb376b6990,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/2.安全生产事故应急预案/道路运输事故处置应急预案【2页】.doc,doc,doc,28184,5e55f67762c3bf1912ed3f6c200955a4aef0fe253e6309d49e92e7ed3258a88e,,success,zh,58,1771,
doc_5bd45c5a7a19742b,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/2.安全生产事故应急预案/重大事故应急预案【22页】.doc,doc,doc,86552,6872a3f67770f6ae4edaa64e3d09712190b63ddfe49a0eec1f08e360044142d5,,success,zh,387,13946,
doc_9cd6c3992f675aca,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/2.安全生产事故应急预案/钢结构应急预案【29页】.doc,doc,doc,153112,0566c2f9abe8ebbc655aeb749b9a55fe770e7fb6c4479a7ed86419114571a489,,success,zh,578,19085,
doc_4e78e033e2cc7191,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/2.安全生产事故应急预案/露天采石厂生产安全事故应急预案【36页】.doc,doc,doc,320024,78cc8e57783093c5fe25de7dbdd7a14d35288ec3f11361958830b31b9febd30d,,success,zh,584,17180,
doc_07910820e56122e1,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/2.安全生产事故应急预案/项目生产安全事故应急救援预案【46页】.doc,doc,doc,94232,04b02db140fe9422e9588b21a26f7f735d48316af894a74c32b8b16f2b51414c,,success,zh,461,24490,
doc_efa954d3825c79a0,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/2.安全生产事故应急预案/食品企业生产安全事故应急预案【45页】.doc,doc,doc,384536,402871f331f192c49234c03cee77e8bc71fe5d2eb8b3fcea28254600912ced72,,success,zh,698,19223,
doc_21bfc13da491cfa0,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/3.应急管理工作制度/公司应急管理制度【15页】.doc,doc,doc,56856,4fe670a7989e676cfaecd3b0b4f8d73d0dbcb5e675eba3691c4430766d7d19fb,,success,zh,152,6854,
doc_65b3c0dd8334fb68,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/3.应急管理工作制度/应急管理制度【8页】.doc,doc,doc,35864,be36c0a3d7b33008c48f10f5374dfc39c3f3a54dfedc94221ea507f7c80a3568,,success,zh,86,4150,
doc_916a363533b9a0e8,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/3.应急管理工作制度/应急管理工作制度【6页】.docx,docx,docx,24511,966ca859a5434cc75da8ea8f9163575519e86ba508f9dd94bce9433c3db501cc,,success,zh,80,2845,
doc_6595842e6825659d,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/3.应急管理工作制度/应急管理工作规定【6页】.docx,docx,docx,25699,97200d8d9de6bc524a418857114c1c87bf5b5d97e58f6a35ca28829faed06dfc,,success,zh,202,5797,
doc_4053de8818fa1370,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/3.应急管理工作制度/应急管理规定【9页】.docx,docx,docx,27334,02135e488dd5edd1b6d3430e517a13eeb43fdaf4971127c27fd98ce69ad372fe,,success,zh,188,7318,
doc_46e090367168c5e6,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/4.安全教育培训/企业安全教育培训计划【4页】.docx,docx,docx,25474,7d9e6bd26fb0cc1c94ce2abd97fa6bedbb20e724a24fdd717e7c8cb67c0e4c9e,,success,zh,124,1841,
doc_a7497ad533404916,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/4.安全教育培训/各类员工安全教育培训表【8页】.docx,docx,docx,26160,3f47348492caa7dd8ea969e3e3f1e4448736548a8f6f47f2499b1851c7fcdddf,,success,zh,98,977,
doc_e4ff0ab6cc612ee7,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/4.安全教育培训/员工安全教育与培训管理制度【8页】.doc,doc,doc,37912,6f10f8f139b88798d3881f01c797f48f02bfc4f4be44abd97749281b3344f38e,,success,zh,137,3571,
doc_1ab0d5f9285873dd,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/4.安全教育培训/员工安全教育及培训制度【3页】.docx,docx,docx,20456,94455fabcf68282a1a819416d6dda7780ed7048505b993d38e8472c4138f7c9b,,success,zh,35,923,
doc_7a5fad6737e44f2a,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/4.安全教育培训/安全培训考试【8页】.docx,docx,docx,24749,f322c881e9ab0a8abb64dd6d7e98de209fe209c60beaae59663be5bf137322d2,,success,zh,116,3678,
doc_728509c0a8e494f9,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/4.安全教育培训/安全教育培训计划【5页】.doc,doc,doc,48152,7a7f9937e28ef91083e6658e2d62b738a8367c7b371055441a345fc3aaca043c,,success,zh,75,3360,
doc_7b91b710bf9fea98,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/4.安全教育培训/安全生产法律法规常识【9页】.doc,doc,doc,54296,1375eba88b6ed183c807ead0a0c6d3d37777c2f17b447d88e0d65ff6417777a7,,success,zh,183,7421,
doc_cd7d6413957f5646,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/4.安全教育培训/年度安全教育培训计划【4页】.doc,doc,doc,40472,a5d9bad74d321cc3e1c960bf5984f7fb8b06c6b6d9120fee2cbf6f60f2d406a5,,success,zh,37,970,
doc_1f1ccdd6a4b13482,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/4.安全教育培训/应急预案培训方案【3页】.doc,doc,doc,32280,4e466a497eef82374513eb790d710baf97b55741b73b294e4a470dfd77ea21c1,,success,zh,95,1623,
doc_8a75035c4343a486,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/4.安全教育培训/应急预案知识培训【6页】.doc,doc,doc,48664,452b5a6624a95a094c1350113ee846eda4e862090410d05d2477c06b8c612c65,,success,zh,157,6636,
doc_d848bcab81d837ec,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/5.应急演练/办公楼消防应急演练方案【14页】.docx,docx,docx,32923,5c183bb0eed3b0bf6ae277de7b92ec9ff55a00ce98c45f41782c9b20b450c854,,success,zh,94,4903,
doc_d41e51530c922bb3,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/5.应急演练/加油站应急演练计划、方案、总结【4页】.doc,doc,doc,32280,489700351f3074fa692933385ad88c80f41ed501758c6a8129f8fdbbddd857a8,,success,zh,79,2447,
doc_e633e8e3d5dbbda2,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/5.应急演练/加油站应急预案演练方案【32页】.doc,doc,doc,103960,3801c10728918c693a1b895477ce545394155a71e2e87d9a9286be1dfe09c3d4,,success,zh,294,11358,
doc_2dcc79d1d9882c4f,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/5.应急演练/应急演练记录表【3页】.docx,docx,docx,21303,30551c032ed36cfcdf348f20c362db85adc5403b67333412da7f87519e610ec6,,success,zh,93,2142,
doc_b0a7a299cb33bfc7,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/5.应急演练/应急预案及演练记录【27页】.doc,doc,doc,68120,523029dd9836be3af898aaa222a0b2a4b6155d0d1296cc49cef2283fff01a74b,,success,zh,330,13001,
doc_b3f391a1a26c427e,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/5.应急演练/建筑工地消防演练方案【8页】.doc,doc,doc,68120,832d5c6d072bd1694726f98ca19f147a0ce20b459fbd17ff8fbc23eb0891117b,,success,zh,124,3384,
doc_077dc587432b3674,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/5.应急演练/建筑工程各项应急救援演练记录【12页】.doc,doc,doc,87064,3b8d2f88bbe6ad13d15d2047787bb6e0e61e306145a8e3de2ae50650fa11e72a,,success,zh,335,4062,
doc_b59446250edb710d,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/5.应急演练/消防应急预案演练【11页】.doc,doc,doc,2941976,1f8d176c675aca0e8e03ca34aaccac796a80aabe9df41a4be8eb24edb3d5eecf,,success,zh,109,2433,
doc_f4d2c8c6aa3b1edf,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/5.应急演练/消防应急预案演练总结【21页】.doc,doc,doc,90170392,2fd232b6eef418884b7afd44da61e3f614102e7a0c3895ad24d2108b78c09d8f,,success,zh,46,2796,
doc_9825a6731d1931a0,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/5.应急演练/消防应急预案演练方案【6页】.doc,doc,doc,33816,a56b4a355085a95b16d9e95ded242b49c191a0fbb0b1ddbed018b56d3b634f3e,,success,zh,127,2886,
doc_cecc21cdf8ac27c5,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/5.应急演练/消防演练方案【5页】.doc,doc,doc,46104,f023dc0ca2ca31845034b315fe8c5492cbcada6136e7dba09f11eda6a45403c5,,success,zh,97,2496,
doc_0ab599eeee604a8d,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/6.应急预案编制/事故应急预案编制【16页】.doc,doc,doc,71192,3d9674a2a2ff1a530db19a6a01fb8f02312684b4a4304c5f67b0b967f8a8b2b2,,success,zh,308,18051,
doc_899c5c0a2d751b70,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/6.应急预案编制/如何编制应急预案【15页】.doc,doc,doc,80408,44f607af3f30b993a70f4a01bb6b9c356d42dbe58abd0cae47647bb3eb775b00,,success,zh,384,6709,
doc_a51b9495185a0bed,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/6.应急预案编制/应急预案的编制指南【2页】.doc,doc,doc,30232,cc0e42dd2902efadfcbaa89854f263c948675a9328627aca6547e7dd6e73166a,,success,zh,54,1135,
doc_ceab180474a96030,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/6.应急预案编制/应急预案编制与演练课件.ppt,ppt,ole,175128,822d7d26e352f6022e1908662f1292ec1a380a29ee14bde4bbbbd30229fdd1d8,,unsupported,unknown,0,0,unsupported_format: ole
doc_e17f918a9478cdf9,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/6.应急预案编制/应急预案编制计划【28页】.doc,doc,doc,106008,7f004bab1286ef8c1290420e40b049b1647d69eebee66b0dc1fc4dc463b717cb,,success,zh,527,20647,
doc_c3200462a00f31f2,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/7.应急预案及处理方法/应急现场处置方法【9页】.doc,doc,doc,51224,5dba2ea0686899ef80ec45e6818583e7269fd5e8193f9bd949f7b4a91d8c0e19,,success,zh,122,3855,
doc_3dbccce9f38bae9c,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/7.应急预案及处理方法/应急预案备案表格【12页】.doc,doc,doc,110104,ce13162a5c19a3ab05da3a0e57991702f533f17b17e9034bfc3075595d03d1ac,,success,zh,311,5334,
doc_30b1f9a42936b1b2,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/7.应急预案及处理方法/新版全套安全生产应急预案【21页】.doc,doc,doc,140312,c611de28b505002831f9ebcb0ff46ff59b9e41acc19634b2b341046a332e8315,,success,zh,378,11854,
doc_5ed4cfb25f50385b,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/7.应急预案及处理方法/涉及危险化学品应急预案【14页】.doc,doc,doc,241176,87aec7d2dc6d5a22629fcf6d32a34cacb0f39d96894b588dfd457f8b9aab41ec,,success,zh,455,9569,
doc_d81e795503fc6b82,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/01.【模板资料】生产安全事故应急预案（依据GBT 29639-2020）.doc,doc,doc,2669886,259058b175d9e0acda1709615ecd95330cbe50b14feae91110b8ca1ad3e9da5b,,success,zh,1188,43529,
doc_b86d6999afc78636,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/02.【模板资料】企业通用生产安全事故应急预案(依据GBT29639-2020编制精简版）.docx,docx,docx,121760,ad1cc86b373e4a8f171a3cb23a969787266f75c988f2a1c0c98f0fba6a7a8067,,success,zh,918,20824,
doc_5999b31d5117e686,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/03.【新版标准】AQT9007-2019生产安全事故应急演练基本规范.pdf,pdf,pdf,971475,80b547584bc70f6ba552c6c5df8405dc49b096455a2564679b0002765fa52e4a,,success,en,10,26784,
doc_ed38d2beab639b76,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/04.【新版标准】GBT 29639-2020生产经营单位生产安全事故应急预案编制导则（PDF高清版）.pdf,pdf,pdf,3900953,7b240e81536c4c1a67e138e6cedea21a364a0a2490d78084464d72100470a6c0,,failed,unknown,0,0,empty_text
doc_97d5fb93d4d4af79,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/05.【新版标准】GBT 29639-2020生产经营单位生产安全事故应急预案编制导则（WORD版）.docx,docx,docx,90393,581864a21212922b793f2b04fbaba774906587f14f135a5a4047f5c43018a6ca,,success,zh,252,7759,
doc_3b75f002c7c1ff1a,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/06.【新版部令】应急管理部2号令--《生产安全事故应急预案管理办法》（2019年）.docx,docx,docx,29390,bd75867b8952b11cdb609e00f4975771cd76413d3c255b90a0bbf5a9aae702c7,,success,zh,152,9891,
doc_8233d9cdf00430ae,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/07.【要点问题】新版应急预案编制要点和问题汇总（14页）.docx,docx,docx,27698,972d2cd46b775713af03ba6774120a5f936ba3fa04948e113622ece3a017e10d,,success,zh,56,6374,
doc_92c193d7ba4113b1,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/08.【模板资料】机械伤害专项应急预案（依据GBT29639 2020编制，11页）.docx,docx,docx,35255,96dfaa80eb340fd988689816b090ba6e2c54d97ce2e5bf88a64c5323153c58ee,,success,zh,187,4712,
doc_4a341c6036f111aa,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/09.【模板资料】机械伤害现场应急处置方案（依据GBT29639 2020编制，7页）.docx,docx,docx,24640,4e248bd174c33ab32df507bad3d96230cdbebaaa6bb17130d05136a62a3c95a0,,success,zh,108,3913,
doc_2191ad9e1359e03b,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/10.【模板资料】XX公司应急资源调查报告（依据GBT29639-2020编制，5页）.docx,docx,docx,32501,f1d34b3a92696daa99f835a3fe0aeacb98638d2f4bff79b8315309839aec0baa,,success,zh,243,3239,
doc_3aac8c73160a3148,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/11.【模板资料】XX公司应急预案事故风险评估报告（依据GBT29639-2020编制，22页）.docx,docx,docx,54829,19a27f3f5f4a59f21b303fdd86d78bfaa76c33d11099e133d17a295f21c02927,,success,zh,280,10567,
doc_127512f910fba5d8,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/12.【模板资料】XX公司应急预案事故风险评估报告（新版GBT29639-2020编制，19页）.doc,doc,doc,94208,b69e86751da14058ac0c6637033e4e0165412234adbd800504946292f093024d,,success,zh,16,26741,
doc_d19af099ae883b42,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/13.【模板资料】XX单位应急资源调查报告（依据GBT29639-2020编制，5页）.docx,docx,docx,27955,2736e1575d69ab9f4cb84b9cd1487722df39ae6d397f154249178af0623a881b,,success,zh,137,2072,
doc_2c53b0c296e939a9,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/14.【模板资料】XX公司2021生产安全事故应急预案模板（依据GBT29639-2020）.docx,docx,docx,197676,f5bb9c68214ff568a71bd6697dc9429a8840a9e70a67c3f488a6db9d9723e641,,success,zh,797,14971,
doc_caf9bd494ffcf9d6,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/2022年光伏电站消防应急预案.docx,docx,docx,19767,c2945b677ca1ae3ccda302ddb4aa6ad466ec385929ac1d5fa46ba7c642384e2b,,success,zh,178,9327,
doc_17f4a4259d607fba,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/中小企业事故应急预案范本(DOC).docx,docx,docx,39244,b30b8cd6f3f2f7c740b997383cc12f883899c92da5e9d670decddf6e95f3c07a,,success,zh,223,6813,
doc_353ec8c2a117a3df,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/光伏电站应急预案(史上最全).doc,doc,doc,534383,bf8aac7feed34f787304fd2af6654b1e5c402b5a9b2512ca1d763204fd00e022,,success,zh,2100,83205,
doc_37f579810397af33,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/光伏电站综合应急预案.docx,docx,docx,110810,6293e48fb57c936a8c6cd481a7e2ba11a11a37fe1366d3482cede0c29eb68f56,,success,zh,565,13307,
doc_dcabf18c91495364,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/天网电子有限责任公司安全应急预案.doc,doc,doc,38952,a4f237dad294726e0161df6d32a412de2901ba21fc109d03112e1e39eaecabe9,,success,zh,82,3898,
doc_d8aa2583a1ccb51a,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/小企业安全生产事故应急预案.docx,docx,docx,11236,cb0a9efca61dfc1fc1045c754105f075843e2017e824a41acc66df18fa9d5de4,,success,zh,95,3707,
doc_32c6d85b72ff97e6,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/电子公司生产安全事故应急预案.docx,docx,docx,18383,8b9b2f51651ec11bede58ee1d2e1fbe2bb3ec33dda75f6d09bdb99e0f255402b,,success,zh,259,8793,
doc_19cb9d516093b1ae,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/01.新版应急预案合集（14份）/防物体打击应急预案模板(1).doc,doc,doc,47616,bae3d07e4a984a95642211d6a0eddffe75a0a5d1c23eca856104f20af48db82a,,success,zh,23,6902,
doc_1a788a49b5ea0237,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/01.应急预案及现场处置方案汇编.doc,doc,doc,693248,1316cfb7ea040fd6b270b4cba1258913530d271b1fba62dd75c0f9fb2cc74118,,success,zh,336,152451,
doc_1b2c9efa6c138930,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/02.安全生产事故综合应急预案.doc,doc,doc,561152,21a6e71fc3627bd77911d9c56d1429efeb9b3b049d672b07e82ff1f82997265b,,success,zh,40,14186,
doc_f0272a0f4c667365,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/03.公司生产安全事故灾难综合应急预案.doc,doc,doc,260096,8f543def1d9fc0b93921feab30febecee9e9dfc885cae193674d7f5633c6d1df,,success,zh,6,4736,
doc_241107a6dc8db231,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/04.应急预案汇编（13章）.doc,doc,doc,119432,f53340b8a595aaeee15e9a4aee57a9c452abaf6105b1f1e860e6d5aaecc2e8b3,,success,zh,605,23307,
doc_464deb12da300c1d,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/05.医院各类应急预案汇编（118页）.doc,doc,doc,322048,f6a3824e6a29b2ba5c73240279bf0788671bd841840de9be4f931fe27bf520bd,,success,zh,223,62152,
doc_195b99bd03ab3508,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/06.2020企业综合+专项应急预案+现场处置方案汇编（102页）.docx,docx,docx,623735,9a4688e8923649647022cc2e9410b243f3f7335f234efac5d0df90a1480e96cd,,success,zh,1780,52476,
doc_17cabefe0cf14841,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/07.医院防踩踏事故应急预案.docx,docx,docx,17111,981d979131d22d8637a06cadd03eb6471f6c5336d00ce84045f6f10c7f820fdb,,success,zh,27,1175,
doc_5e395aab2cb7e1bb,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/08.灼烫专项应急预案.docx,docx,docx,24462,c7bb139c98b5185065c4d462b4d9770b2cb41416e1f890f07a3e880777c83911,,success,zh,80,2999,
doc_eefa2937b8054c77,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/09.灼烫事故现场处置方案.doc,doc,doc,82944,a458bec4fa840ee0194268aa54876c2e8e570c4530b904125ffcdb0ff858d35f,,success,zh,4,9724,
doc_8fd7f02eb7a73d51,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/10.图书馆安全生产事故应急处理预案.docx,docx,docx,262676,018927ab0b64afd3367fe9315ed52c1d8b8d0a6cd2ddb2214fc3edb582773326,,success,zh,56,1659,
doc_b88554640b38d9fc,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/11.图书馆应急预案.doc,doc,doc,40448,bddfc86f4b5b45a00f6c10a6489cae8863aeaa2d46c9f600d586559813952b20,,success,zh,5,3511,
doc_22390fb139c853ab,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/12.机械伤害专项应急预案.docx,docx,docx,25262,8f4ac6051dda26fa62620fd4bf336cb395adae5f832f8bb4a62cfff82dc86228,,success,zh,87,3517,
doc_006e82883afef80f,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/13.机械伤害现场处置方案.docx,docx,docx,23317,122eaa0907da3bc6a564989b18d1c50630412a711e44a0f4134a4a1ace427c71,,success,zh,59,2036,
doc_24ef1a5cc0fae0fe,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/14.机械伤害事故现场处置方案.doc,doc,doc,83456,a11a1967d3ff035e275266530d332855679adb92ce0264dc4d0e425b8ceeede2,,success,zh,5,11497,
doc_40fed6438c17c42a,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/15.机械伤害事故应急预案演练方案.doc,doc,doc,41984,aba972ffc2074b92b763668251b62c607623401143926486ade15119ec7dd0f2,,success,zh,10,2773,
doc_729290c4d1245ddd,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/16.火灾应急救援预案.docx,docx,docx,275820,ae8b5625852ed596da2aed039230736d7f367965bb63471df223c68c6cf09bc0,,success,zh,399,10675,
doc_7c1e24277fb5e35b,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/17.火灾现场处置方案.docx,docx,docx,24530,6624911c3cafb64d9821e5e36a08f14f34931ff62be5d8044f755b380dffdad4,,success,zh,69,2345,
doc_6abc263b09e8b085,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/18.火灾应急预案演练方案1.docx,docx,docx,19272,d256866d2b4ab19e4cbe15bd8529dddfb532154253229f4ee23507f806830f9f,,success,zh,47,1715,
doc_4aa6a17863aa0db5,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/19.火灾应急预案演练方案2.doc,doc,doc,35328,55a4c25c5c20c7c8a8cbb5a6e6d5d4e2bec7fd8275946227090eb86db84d3ccd,,success,zh,11,2573,
doc_506e90a3936c855d,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/20.燃气锅炉安全生产事故应急预案.docx,docx,docx,22290,ede87f96e4d74a8f7c5141152c2acb1b55452ebc3b3d2ec92250ff1d80a061e5,,success,zh,51,1958,
doc_e9e459c733e37512,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/21.锅炉事故现场处置方案.doc,doc,doc,62976,fe21bfe79a78d56939f45018343cc722234653dbf2acd2c6ce1bd544f32fbf93,,success,zh,3,9902,
doc_2ec1694cac8c82aa,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/22.锅炉事故应急演练方案.doc,doc,doc,62976,bcf12c3c62eafe29a83996b73c14b1081415d9d820ab9f10aaa294763166e0f1,,success,zh,8,10067,
doc_a9261d4a0e27a5ca,cn,cn/6098-安全生产应急预案企业事故消防处置演练方案编制模板/安全生产应急预案/02.经典版应急预案合集（129份）/01.行业汇编合集（25份）/23.触电事故应急预案.doc,doc,doc,75776,ecd82fde245f972064232f3d8edf3e1c0bbeeed2e408fec93c13916b3c59f8c2,,success,zh,6,5457,
